source_models,source_checkpoints,target_model,target_checkpoint,attack,epsilon,alpha,steps,momentum,random_start,diversity_prob,resize_rate,ti_kernel_size,ti_sigma,restarts,source_weights,samples,source_clean_acc,target_clean_acc,joint_clean_acc,adv_error_rate_all,transfer_asr_target_clean,transfer_asr_joint_clean,mean_ssim_target_clean,mean_ssim_joint_clean,transfer_score_target_clean,transfer_score_joint_clean,quick_label,quick_target
resnet18+vgg16+densenet121,models_public\resnet18_best.pt|models_public\vgg16_best.pt|models_public\densenet121_best.pt,resnet34,models_public\resnet34_best.pt,ensemble,0.0392156862745098,0.00784313725490196,12,1.0,False,0.3,0.85,0,1.0,1,,32,0.96875,1.0,0.96875,1.0,1.0,1.0,0.9870419502258301,0.9873743980161606,98.70419502258301,98.73743980161606,baseline,resnet34
resnet18+vgg16+densenet121,models_public\resnet18_best.pt|models_public\vgg16_best.pt|models_public\densenet121_best.pt,resnet34,models_public\resnet34_best.pt,ensemble,0.0392156862745098,0.00784313725490196,12,1.0,False,0.3,0.85,5,1.0,1,,32,0.96875,1.0,0.96875,0.9375,0.9375,0.9354838709677419,0.9862461725870768,0.9866497434418777,92.46057868003845,92.29949212843373,ti_only,resnet34
resnet18+vgg16+densenet121,models_public\resnet18_best.pt|models_public\vgg16_best.pt|models_public\densenet121_best.pt,resnet34,models_public\resnet34_best.pt,ensemble,0.0392156862745098,0.00784313725490196,12,1.0,False,0.3,0.85,0,1.0,1,0.22|0.33|0.45,32,0.96875,1.0,0.96875,1.0,1.0,1.0,0.9870437383651733,0.9873841193414503,98.70437383651733,98.73841193414503,weighted_only,resnet34
resnet18+vgg16+densenet121,models_public\resnet18_best.pt|models_public\vgg16_best.pt|models_public\densenet121_best.pt,resnet34,models_public\resnet34_best.pt,ensemble,0.0392156862745098,0.00784313725490196,12,1.0,False,0.3,0.85,5,1.0,1,0.22|0.33|0.45,32,0.96875,1.0,0.96875,0.90625,0.90625,0.9032258064516129,0.9860473501271215,0.9864693369184222,89.36054110527039,89.10045623779297,ti_weighted,resnet34
resnet18+vgg16+densenet121,models_public\resnet18_best.pt|models_public\vgg16_best.pt|models_public\densenet121_best.pt,resnet34,models_public\resnet34_best.pt,ensemble,0.0392156862745098,0.00784313725490196,12,1.0,True,0.3,0.85,5,1.0,2,0.22|0.33|0.45,32,0.96875,1.0,0.96875,0.875,0.875,0.8709677419354839,0.9856376647949219,0.9860507823802807,86.24329566955566,85.88184233634702,ti_weighted_restart2,resnet34
resnet18+resnet34+densenet121,models_public\resnet18_best.pt|models_public\resnet34_best.pt|models_public\densenet121_best.pt,vgg16,models_public\vgg16_best.pt,ensemble,0.0392156862745098,0.00784313725490196,12,1.0,False,0.3,0.85,0,1.0,1,,32,1.0,0.96875,0.96875,0.96875,0.967741935483871,0.967741935483871,0.9873942693074544,0.9873942693074544,95.55428412652786,95.55428412652786,baseline_vgg16,vgg16
resnet18+resnet34+densenet121,models_public\resnet18_best.pt|models_public\resnet34_best.pt|models_public\densenet121_best.pt,vgg16,models_public\vgg16_best.pt,ensemble,0.0392156862745098,0.00784313725490196,12,1.0,True,0.3,0.85,5,1.0,2,0.29|0.14|0.57,32,1.0,0.96875,0.96875,0.8125,0.8064516129032258,0.8064516129032258,0.9858849334716797,0.9858849334716797,79.50684947352255,79.50684947352255,ti_weighted_restart2_vgg16,vgg16
